county,date,medi_cal,unemployment,calfresh
Sonoma,583,120 411,2.7,16099
Sonoma,584,120 443,2.4,15906
Sonoma,585,120 182,2.5,15780
Sonoma,586,119 335,2.5,15571
Sonoma,587,NA,2.6,15389
Sonoma,588,NA,3.3,15231
Sonoma,590,NA,3.3,14995
Sonoma,591,NA,2.6,2740
Sonoma,592,NA,2.3,14923
Sonoma,593,NA,2.8,15529
Sonoma,594,NA,3,15865
Sonoma,595,NA,2.7,16242
Sonoma,596,NA,2.2,16337
Sonoma,597,NA,2.3,16385
Sonoma,598,NA,2.4,16490
Sonoma,599,NA,2.4,16484
Sonoma,600,NA,2.9,16482
Sonoma,601,NA,2.8,16424
Sonoma,602,NA,3.6,16660
Sonoma,603,NA,15.2,18267
Sonoma,604,NA,12.7,19473
Sonoma,605,NA,11.5,20155
Sonoma,606,NA,9.8,20358
Sonoma,607,NA,7.7,20574
Sonoma,608,NA,7.2,20280
Sonoma,609,NA,6.2,19769
Sonoma,610,NA,5.5,19059
Sonoma,611,NA,6.5,18589
Stanislaus,528,169 234,12.9,42193
Stanislaus,529,177 226,12.9,42117
Stanislaus,530,187 080,13.1,42363
Stanislaus,531,191 993,11.7,42355
Stanislaus,532,195 201,11.1,42537
Stanislaus,533,198 100,11.2,42838
Stanislaus,534,201 431,11.2,42873
Stanislaus,535,204 666,10.3,42886
Stanislaus,536,207 586,9.5,42836
Stanislaus,537,210 333,9.7,42524
Stanislaus,538,212 895,10.2,42453
Stanislaus,539,215 735,10.3,42676
Stanislaus,540,220 335,11,42583
Stanislaus,541,223 938,10.9,42546
Stanislaus,542,225 886,10.8,42979
Stanislaus,543,227 832,10,43265
Stanislaus,544,228 928,9.5,43587
Stanislaus,545,228 293,9.8,43676
Stanislaus,546,230 211,9.6,43553
Stanislaus,547,232 570,8.5,43765
Stanislaus,548,234 296,7.9,43461
Stanislaus,549,235 730,8.4,43474
Stanislaus,550,236 698,8.8,42973
Stanislaus,551,237 115,8.9,42956
Stanislaus,552,240 317,9.7,42639
Stanislaus,553,241 721,9.7,42632
Stanislaus,554,241 342,10,42586
Stanislaus,555,241 965,9.2,42367
Stanislaus,556,242 615,8.1,42356
Stanislaus,557,242 562,8.9,42167
Stanislaus,558,243 038,8.6,41897
Stanislaus,559,244 181,7.8,41974
Stanislaus,560,244 963,7.4,41499
Stanislaus,561,245 698,7.8,41187
Stanislaus,562,246 412,7.9,40920
Stanislaus,563,247 167,8.6,40599
Stanislaus,564,248 834,9.1,40463
Stanislaus,565,249 971,9,40049
Stanislaus,566,250 072,8.8,40126
Stanislaus,567,249 487,8,39798
Stanislaus,568,249 817,7.2,39732
Stanislaus,569,249 693,7.6,39844
Stanislaus,570,250 133,7.6,39640
Stanislaus,571,251 325,6.9,39568
Stanislaus,572,250 950,6,39239
Stanislaus,573,250 623,6,39064
Stanislaus,574,250 501,6.5,38782
Stanislaus,575,250 237,6.8,38671
Stanislaus,576,250 088,7.4,38318
Stanislaus,577,249 979,7.4,37759
Stanislaus,578,249 175,7.1,37905
Stanislaus,579,245 566,6.3,37473
Stanislaus,580,244 080,6.1,37386
Stanislaus,581,242 737,7.2,37211
Stanislaus,582,241 229,6.7,36797
Stanislaus,583,241 215,5.9,36578
Stanislaus,584,240 487,5.3,36191
Stanislaus,585,239 823,5.4,35910
Stanislaus,586,239 547,5.7,35461
Stanislaus,587,NA,6.3,35274
Stanislaus,588,NA,7.4,35160
Stanislaus,590,NA,7.5,34168
Stanislaus,591,NA,6.4,33944
Stanislaus,592,NA,5.6,33754
Stanislaus,593,NA,6.5,35025
Stanislaus,594,NA,6.6,36656
Stanislaus,595,NA,5.8,37433
Stanislaus,596,NA,4.6,37712
Stanislaus,597,NA,4.9,37874
Stanislaus,598,NA,5.2,37895
Stanislaus,599,NA,5.6,38085
Stanislaus,600,NA,6.6,37913
Stanislaus,601,NA,6.6,37830
Stanislaus,602,NA,8.3,37904
Stanislaus,603,NA,17,40220
Stanislaus,604,NA,16.1,41830
Stanislaus,605,NA,15,41252
Stanislaus,606,NA,13.6,39168
Stanislaus,607,NA,10.9,38611
Stanislaus,608,NA,10.3,38372
Stanislaus,609,NA,9.1,36965
Stanislaus,610,NA,8.3,35741
Stanislaus,611,NA,9.9,35098
Sutter,528,31 403,15.1,5424
Sutter,529,32 288,15.6,5421
Sutter,530,33 811,15.7,5541
Sutter,531,34 597,14,5565
Sutter,532,35 176,12.7,5665
Sutter,533,35 457,12.4,5660
Sutter,534,36 283,11.9,5623
Sutter,535,36 722,10.7,5653
Sutter,536,36 925,10,5597
Sutter,537,37 415,10.2,5567
Sutter,538,37 474,11.6,5585
Sutter,539,38 031,12.1,5603
Sutter,540,38 799,13.3,5642
Sutter,541,39 296,13.5,5657
Sutter,542,39 540,13.1,5597
Sutter,543,39 941,11.6,5646
Sutter,544,40 191,10.8,5687
Sutter,545,40 199,10.6,5707
Sutter,546,40 564,9.5,5712
Sutter,547,40 642,8.5,5697
Sutter,548,40 813,8.2,5732
Sutter,549,40 943,8.8,5739
Sutter,550,40 987,10.1,5734
Sutter,551,41 170,11,5772
Sutter,552,41 812,12,5742
Sutter,553,41 970,12.1,5835
Sutter,554,42 296,12.4,5861
Sutter,555,42 618,10.5,5876
Sutter,556,42 336,9.2,5879
Sutter,557,42 403,9.3,5805
Sutter,558,42 243,8.7,5725
Sutter,559,42 478,7.8,5680
Sutter,560,42 380,7.7,5615
Sutter,561,42 500,8.3,5549
Sutter,562,42 103,9.3,5570
Sutter,563,42 292,10.6,5591
Sutter,564,42 606,11.2,5637
Sutter,565,42 834,12,5599
Sutter,566,42 989,11.3,5693
Sutter,567,43 118,10,5660
Sutter,568,43 026,8.4,5609
Sutter,569,42 826,8,5558
Sutter,570,42 527,7.6,5452
Sutter,571,42 106,6.9,5413
Sutter,572,41 589,6.1,5361
Sutter,573,41 410,6.3,5303
Sutter,574,41 388,7.3,5301
Sutter,575,41 402,8.4,5359
Sutter,576,41 756,9.3,5374
Sutter,577,41 713,9.7,5348
Sutter,578,41 530,9.5,5315
Sutter,579,41 434,8,5271
Sutter,580,41 384,6.9,5182
Sutter,581,41 241,7.5,5083
Sutter,582,41 225,6.7,5043
Sutter,583,40 799,5.8,5067
Sutter,584,40 692,5.4,5001
Sutter,585,40 862,5.8,4974
Sutter,586,40 943,6.7,4980
Sutter,587,NA,8.1,4964
Sutter,588,NA,9.7,4980
Sutter,590,NA,10.3,4897
Sutter,591,NA,8.4,4862
Sutter,592,NA,6.7,4835
Sutter,593,NA,7.1,4978
Sutter,594,NA,6.9,5189
Sutter,595,NA,6,5328
Sutter,596,NA,4.9,5289
Sutter,597,NA,5.3,5346
Sutter,598,NA,6,5375
Sutter,599,NA,7.3,5378
Sutter,600,NA,8.7,5453
Sutter,601,NA,8.9,5495
Sutter,602,NA,11.1,5529
Sutter,603,NA,17.9,5879
Sutter,604,NA,16,6075
Sutter,605,NA,15,6132
Sutter,606,NA,13.5,5871
Sutter,607,NA,10.7,5744
Sutter,608,NA,10.3,5680
Sutter,609,NA,9.1,5515
Sutter,610,NA,8.6,5406
Sutter,611,NA,10.9,5390
Tehama,528,21 716,11.1,4645
Tehama,529,22 304,11.3,4710
Tehama,530,23 240,11.4,4854
Tehama,531,23 757,9.8,4917
Tehama,532,24 218,9.2,4971
Tehama,533,24 651,9.6,4996
Tehama,534,24 957,10.3,5009
Tehama,535,25 192,9.4,4975
Tehama,536,25 345,8.2,4898
Tehama,537,25 452,7.9,4848
Tehama,538,25 606,8.4,4780
Tehama,539,25 802,8.9,4742
Tehama,540,26 088,9.6,4714
Tehama,541,26 496,9.2,4720
Tehama,542,26 747,8.9,4719
Tehama,543,26 881,7.9,4754
Tehama,544,26 943,7.8,4780
Tehama,545,26 825,8,4812
Tehama,546,26 942,8.5,4816
Tehama,547,27 074,7.5,4853
Tehama,548,27 163,6.6,4840
Tehama,549,27 241,6.6,4815
Tehama,550,27 166,7,4721
Tehama,551,27 240,7.5,4706
Tehama,552,27 553,8.3,4664
Tehama,553,27 661,8,4667
Tehama,554,27 768,8.2,4706
Tehama,555,27 649,7.3,4683
Tehama,556,27 623,6.5,4666
Tehama,557,27 548,7.3,4610
Tehama,558,27 571,7.8,4572
Tehama,559,27 486,7.1,4559
Tehama,560,27 468,6.1,4497
Tehama,561,27 292,5.9,4430
Tehama,562,27 189,6.2,4399
Tehama,563,27 224,6.9,4359
Tehama,564,27 404,7.9,4333
Tehama,565,27 382,7.9,4300
Tehama,566,27 394,7.5,4344
Tehama,567,27 407,6.8,4308
Tehama,568,27 330,6.1,4341
Tehama,569,27 318,6.5,4319
Tehama,570,27 200,6.8,4269
Tehama,571,27 204,6.3,4296
Tehama,572,27 146,5.2,4246
Tehama,573,27 122,4.8,4208
Tehama,574,27 148,5.1,4138
Tehama,575,27 206,5.5,4159
Tehama,576,27 419,6.3,4184
Tehama,577,27 283,6.4,4126
Tehama,578,27 162,6.3,4187
Tehama,579,27 023,5.5,4170
Tehama,580,26 867,5.1,4166
Tehama,581,26 847,6,4150
Tehama,582,26 962,6.1,4146
Tehama,583,26 761,5.5,4135
Tehama,584,26 664,4.7,4125
Tehama,585,26 612,4.6,4171
Tehama,586,26 339,4.8,4141
Tehama,587,NA,5.6,4153
Tehama,588,NA,7.1,4202
Tehama,590,NA,7.2,4197
Tehama,591,NA,5.9,4174
Tehama,592,NA,5,4204
Tehama,593,NA,5.7,4571
Tehama,594,NA,6.1,4844
Tehama,595,NA,5.5,4950
Tehama,596,NA,4.2,4952
Tehama,597,NA,4.3,5063
Tehama,598,NA,4.5,4985
Tehama,599,NA,4.9,5058
Tehama,600,NA,6.3,5069
Tehama,601,NA,6.2,5083
Tehama,602,NA,7.6,5114
Tehama,603,NA,14.5,5401
Tehama,604,NA,12.6,5573
Tehama,605,NA,11.8,5663
Tehama,606,NA,11,5501
Tehama,607,NA,8.8,5399
Tehama,608,NA,8.2,5332
Tehama,609,NA,7.2,5181
Tehama,610,NA,6.8,5051
Tehama,611,NA,8.7,4964
Trinity,528,3 640,12.4,850
Trinity,529,3 772,12.6,869
Trinity,530,4 031,12.7,911
Trinity,531,4 147,10.5,939
Trinity,532,4 235,8.5,959
Trinity,533,4 275,8.1,969
Trinity,534,4 344,8.5,1001
Trinity,535,4 404,7.9,1015
Trinity,536,4 483,7.3,1006
Trinity,537,4 546,7.8,1032
Trinity,538,4 596,8.6,1012
Trinity,539,4 646,9.3,1007
Trinity,540,4 768,10.4,996
Trinity,541,4 858,9.9,978
Trinity,542,4 886,9.9,1000
Trinity,543,4 939,8.6,1004
Trinity,544,4 937,7.4,1005
Trinity,545,4 950,6.9,1006
Trinity,546,5 023,7.2,1035
Trinity,547,5 044,6.2,1043
Trinity,548,5 060,5.8,1027
Trinity,549,5 048,6.3,1052
Trinity,550,4 935,7.3,1050
Trinity,551,4 932,8,1047
Trinity,552,4 960,9.6,1025
Trinity,553,4 963,9.1,1039
Trinity,554,4 970,9.1,1003
Trinity,555,4 989,7.7,1007
Trinity,556,4 895,6.1,1004
Trinity,557,4 924,6.1,994
Trinity,558,4 955,6.5,974
Trinity,559,5 033,6,996
Trinity,560,5 083,5.6,1023
Trinity,561,5 049,5.8,999
Trinity,562,5 020,6.7,1016
Trinity,563,5 011,7.1,1014
Trinity,564,5 066,8.4,986
Trinity,565,5 004,8.4,971
Trinity,566,4 978,8.2,964
Trinity,567,4 976,6.7,979
Trinity,568,4 939,5.4,968
Trinity,569,4 839,5.4,974
Trinity,570,4 840,5.6,937
Trinity,571,4 800,5.1,972
Trinity,572,4 775,4.4,971
Trinity,573,4 769,4.5,974
Trinity,574,4 791,5,973
Trinity,575,4 823,5.8,986
Trinity,576,4 853,6.3,990
Trinity,577,4 836,7.3,969
Trinity,578,4 819,7.1,995
Trinity,579,4 790,5.7,986
Trinity,580,4 764,4.9,1002
Trinity,581,4 733,5.3,991
Trinity,582,4 719,4.6,967
Trinity,583,4 725,4.2,976
Trinity,584,4 721,4,960
Trinity,585,4 690,4.4,962
Trinity,586,4 697,4.6,926
Trinity,587,NA,5.3,942
Trinity,588,NA,7.5,950
Trinity,590,NA,8.1,925
Trinity,591,NA,6.1,915
Trinity,592,NA,4.6,903
Trinity,593,NA,4.9,978
Trinity,594,NA,5.1,1003
Trinity,595,NA,4.5,1033
Trinity,596,NA,3.7,1023
Trinity,597,NA,4.4,1037
Trinity,598,NA,4.8,1048
Trinity,599,NA,5.2,1049
Trinity,600,NA,6.9,1048
Trinity,601,NA,7.3,1084
Trinity,602,NA,9.2,1094
Trinity,603,NA,12.8,1192
Trinity,604,NA,10.7,1259
Trinity,605,NA,9.8,1294
Trinity,606,NA,8.6,1271
Trinity,607,NA,6.8,1249
Trinity,608,NA,6.7,1227
Trinity,609,NA,6.3,1202
Trinity,610,NA,6.1,1161
Trinity,611,NA,8.4,0
Tulare,528,199 851,15.3,49187
Tulare,529,206 755,15.4,49347
Tulare,530,215 221,15.7,50618
Tulare,531,219 431,13.3,50688
Tulare,532,221 876,12.2,51092
Tulare,533,224 551,12.4,51229
Tulare,534,227 229,13,50975
Tulare,535,228 123,12.3,51122
Tulare,536,229 352,11.3,51030
Tulare,537,230 932,11.8,51603
Tulare,538,231 269,12.1,51571
Tulare,539,233 665,12.7,51930
Tulare,540,236 950,13.6,52436
Tulare,541,239 170,13.3,52486
Tulare,542,240 257,13.4,52884
Tulare,543,241 689,11.4,52745
Tulare,544,242 550,10.7,52745
Tulare,545,243 873,11.1,52859
Tulare,546,245 243,11.4,52900
Tulare,547,247 715,10.6,53294
Tulare,548,248 741,9.9,53353
Tulare,549,251 252,10.5,53356
Tulare,550,252 270,10.7,53176
Tulare,551,253 930,11.8,53333
Tulare,552,256 606,12.7,53587
Tulare,553,257 082,12.5,53404
Tulare,554,258 170,12.9,53554
Tulare,555,258 160,10.9,53192
Tulare,556,258 057,9.6,52800
Tulare,557,257 844,10.4,52273
Tulare,558,258 185,11,51880
Tulare,559,258 864,10.6,51849
Tulare,560,258 709,10.1,51547
Tulare,561,258 804,10.8,51623
Tulare,562,258 462,10.8,51619
Tulare,563,258 643,11.8,51899
Tulare,564,259 244,12.6,52128
Tulare,565,259 005,12.7,51786
Tulare,566,258 495,12.6,52114
Tulare,567,257 966,10.4,51520
Tulare,568,257 450,9.3,51369
Tulare,569,256 943,9.7,50995
Tulare,570,257 477,10.3,50612
Tulare,571,258 643,10,50769
Tulare,572,257 724,8.8,50655
Tulare,573,257 732,9.1,51237
Tulare,574,257 671,9.3,50906
Tulare,575,257 570,10.2,51026
Tulare,576,257 089,11.1,51376
Tulare,577,256 417,11.4,50651
Tulare,578,255 718,11,50926
Tulare,579,255 071,9.2,50615
Tulare,580,254 440,8.5,50236
Tulare,581,253 894,9.6,49934
Tulare,582,254 349,9.4,49611
Tulare,583,254 433,8.7,49734
Tulare,584,253 798,7.9,49299
Tulare,585,253 541,8.3,49213
Tulare,586,252 492,8.6,48683
Tulare,587,NA,9.6,48633
Tulare,588,NA,11.3,49211
Tulare,590,NA,12.1,48232
Tulare,591,NA,9.8,47901
Tulare,592,NA,8.1,47808
Tulare,593,NA,9.1,49375
Tulare,594,NA,10,50021
Tulare,595,NA,9.2,50641
Tulare,596,NA,7.6,50588
Tulare,597,NA,8,50609
Tulare,598,NA,8.5,50182
Tulare,599,NA,9.3,50324
Tulare,600,NA,11,50319
Tulare,601,NA,11.5,50495
Tulare,602,NA,14.5,50677
Tulare,603,NA,19,53443
Tulare,604,NA,18.4,54714
Tulare,605,NA,17.2,55602
Tulare,606,NA,16.2,54253
Tulare,607,NA,13.1,52384
Tulare,608,NA,12.2,50621
Tulare,609,NA,10.9,48487
Tulare,610,NA,9.8,46341
Tulare,611,NA,11.8,44400
Tuolumne,528,11 514,10.4,2943
Tuolumne,529,11 948,10.4,2938
Tuolumne,530,12 559,10.3,2976
Tuolumne,531,12 840,8.9,3036
Tuolumne,532,13 024,8.3,3050
Tuolumne,533,13 157,8.4,3042
Tuolumne,534,13 332,8.7,3010
Tuolumne,535,13 391,8.3,3006
Tuolumne,536,13 440,7.5,3003
Tuolumne,537,13 474,7.5,2981
Tuolumne,538,13 493,7.6,2963
Tuolumne,539,13 619,7.6,3025
Tuolumne,540,13 863,8.5,3000
Tuolumne,541,14 066,8.2,3015
Tuolumne,542,14 183,7.9,3063
Tuolumne,543,14 250,7.2,3126
Tuolumne,544,14 329,6.8,3147
Tuolumne,545,14 334,6.9,3174
Tuolumne,546,14 409,7.1,3156
Tuolumne,547,14 525,6.5,3162
Tuolumne,548,14 648,6.1,3199
Tuolumne,549,14 711,6.3,3179
Tuolumne,550,14 508,6.4,3187
Tuolumne,551,14 554,6.6,3210
Tuolumne,552,14 831,7.4,3196
Tuolumne,553,14 846,7,3175
Tuolumne,554,14 798,7,3215
Tuolumne,555,14 707,6.4,3159
Tuolumne,556,14 488,5.6,3178
Tuolumne,557,14 489,6.1,3147
Tuolumne,558,14 465,6.2,3128
Tuolumne,559,14 483,6,3111
Tuolumne,560,14 457,5.6,3133
Tuolumne,561,14 338,5.6,3093
Tuolumne,562,14 310,5.6,3076
Tuolumne,563,14 267,6.1,3054
Tuolumne,564,14 338,6.8,3021
Tuolumne,565,14 263,6.6,2969
Tuolumne,566,14 313,6.2,2959
Tuolumne,567,14 333,5.6,2909
Tuolumne,568,14 247,5,2921
Tuolumne,569,14 129,5.2,2864
Tuolumne,570,14 116,5.4,2808
Tuolumne,571,14 012,5.3,2762
Tuolumne,572,13 912,4.6,2734
Tuolumne,573,13 910,4.6,2738
Tuolumne,574,13 883,4.6,2711
Tuolumne,575,13 831,4.8,2685
Tuolumne,576,13 857,5.4,2680
Tuolumne,577,13 772,5.5,2662
Tuolumne,578,13 684,5.2,2671
Tuolumne,579,13 603,4.5,2657
Tuolumne,580,13 630,4.1,2676
Tuolumne,581,13 584,4.8,2691
Tuolumne,582,13 572,4.4,2705
Tuolumne,583,13 575,4.2,2691
Tuolumne,584,13 578,3.9,2706
Tuolumne,585,13 546,4,2730
Tuolumne,586,13 520,4.1,2716
Tuolumne,587,NA,4.5,2715
Tuolumne,588,NA,5.6,2709
Tuolumne,590,NA,5.8,2681
Tuolumne,591,NA,4.6,2669
Tuolumne,592,NA,3.9,2622
Tuolumne,593,NA,4.4,2807
Tuolumne,594,NA,4.6,2941
Tuolumne,595,NA,4.3,2972
Tuolumne,596,NA,3.4,2994
Tuolumne,597,NA,3.6,3056
Tuolumne,598,NA,3.7,3020
Tuolumne,599,NA,3.9,3059
Tuolumne,600,NA,4.9,3080
Tuolumne,601,NA,5,3088
Tuolumne,602,NA,6.2,3113
Tuolumne,603,NA,17.2,3412
Tuolumne,604,NA,16.5,3537
Tuolumne,605,NA,14.4,3478
Tuolumne,606,NA,12.6,3264
Tuolumne,607,NA,10.2,3176
Tuolumne,608,NA,9.6,3152
Tuolumne,609,NA,8.3,3106
Tuolumne,610,NA,7.4,3075
Tuolumne,611,NA,9.5,3049
Ventura,528,167 543,7.4,33751
Ventura,529,176 327,7.2,33945
Ventura,530,187 460,7.1,34551
Ventura,531,192 768,6.1,34857
Ventura,532,195 620,6.1,35016
Ventura,533,198 359,6.5,35085
Ventura,534,199 668,7.1,35024
Ventura,535,201 348,7,35266
Ventura,536,202 455,6.5,35437
Ventura,537,204 026,6.3,35715
Ventura,538,205 926,6.3,35910
Ventura,539,210 826,6,36204
Ventura,540,216 023,6.4,36486
Ventura,541,220 154,5.9,36643
Ventura,542,221 528,5.7,37200
Ventura,543,223 446,5.2,37080
Ventura,544,224 466,5.3,37155
Ventura,545,225 365,5.6,37335
Ventura,546,226 602,6.1,37333
Ventura,547,228 883,5.9,37409
Ventura,548,230 176,5.5,37748
Ventura,549,232 357,5.4,37981
Ventura,550,235 062,5.4,38112
Ventura,551,237 655,5.3,38110
Ventura,552,240 521,5.5,37735
Ventura,553,240 802,5.3,37799
Ventura,554,240 880,5.2,37805
Ventura,555,241 123,4.9,37607
Ventura,556,240 962,4.5,37622
Ventura,557,240 798,5.2,37554
Ventura,558,240 512,5.6,37090
Ventura,559,241 147,5.7,37278
Ventura,560,241 215,5.4,37063
Ventura,561,241 426,5.3,37188
Ventura,562,241 021,5.1,36926
Ventura,563,241 838,5,36850
Ventura,564,241 912,5.4,36668
Ventura,565,240 769,5,36121
Ventura,566,239 474,4.7,36304
Ventura,567,237 281,4.2,35650
Ventura,568,235 622,3.9,35666
Ventura,569,234 520,4.4,35340
Ventura,570,233 758,4.8,34711
Ventura,571,234 187,4.8,34825
Ventura,572,233 435,4.3,34650
Ventura,573,233 348,4.1,34846
Ventura,574,232 632,4.1,34631
Ventura,575,233 425,4,34448
Ventura,576,232 280,4.3,34548
Ventura,577,231 728,4,34044
Ventura,578,230 940,3.6,34532
Ventura,579,229 223,3.3,34165
Ventura,580,228 046,3.2,33975
Ventura,581,226 603,4,33777
Ventura,582,226 117,3.9,33502
Ventura,583,226 159,3.9,33620
Ventura,584,225 430,3.7,33233
Ventura,585,225 341,3.7,33320
Ventura,586,224 837,3.7,32860
Ventura,587,NA,3.8,32494
Ventura,588,NA,4.4,32682
Ventura,590,NA,4,31729
Ventura,591,NA,3.2,31534
Ventura,592,NA,3,31355
Ventura,593,NA,3.6,32972
Ventura,594,NA,3.9,33279
Ventura,595,NA,3.9,33601
Ventura,596,NA,3.2,33925
Ventura,597,NA,3.3,34187
Ventura,598,NA,3.4,34071
Ventura,599,NA,3.4,34313
Ventura,600,NA,3.9,34321
Ventura,601,NA,3.7,34942
Ventura,602,NA,4.6,34169
Ventura,603,NA,14,37132
Ventura,604,NA,13.5,39489
Ventura,605,NA,12.6,40306
Ventura,606,NA,11.3,38529
Ventura,607,NA,9.1,38619
Ventura,608,NA,8.4,37821
Ventura,609,NA,7.1,36009
Ventura,610,NA,6.3,34752
Ventura,611,NA,7.5,34400
Yolo,528,41 751,9.1,8490
Yolo,529,43 285,9,8520
Yolo,530,45 505,8.9,8657
Yolo,531,46 796,7.4,8647
Yolo,532,47 403,6.9,8816
Yolo,533,47 989,7.1,8848
Yolo,534,48 764,7.5,8865
Yolo,535,49 662,7.2,8985
Yolo,536,50 332,6.5,9116
Yolo,537,50 933,6.6,9243
Yolo,538,51 620,7.1,9401
Yolo,539,52 583,7.1,9620
Yolo,540,53 825,7.9,9810
Yolo,541,54 945,7.6,9846
Yolo,542,55 359,7.2,9986
Yolo,543,55 910,6.2,10077
Yolo,544,55 828,6,10153
Yolo,545,56 290,6.3,10209
Yolo,546,56 786,6.4,10254
Yolo,547,57 394,6,10413
Yolo,548,57 657,5.5,10522
Yolo,549,57 979,5.9,10634
Yolo,550,58 848,6.2,10752
Yolo,551,59 112,6.3,10796
Yolo,552,59 778,6.9,10795
Yolo,553,59 889,6.8,10864
Yolo,554,59 817,6.8,10889
Yolo,555,59 777,5.7,10832
Yolo,556,59 449,5,10856
Yolo,557,59 324,5.8,10809
Yolo,558,59 279,5.8,10662
Yolo,559,59 425,5.5,10606
Yolo,560,59 541,5.2,10499
Yolo,561,59 585,5.5,10440
Yolo,562,59 418,5.6,10312
Yolo,563,59 583,6.1,10178
Yolo,564,59 984,6.6,10083
Yolo,565,59 931,6.5,10008
Yolo,566,59 927,5.9,10119
Yolo,567,59 622,5.1,10043
Yolo,568,59 386,4.4,10091
Yolo,569,59 165,4.9,10054
Yolo,570,59 062,5,9887
Yolo,571,59 266,4.7,9815
Yolo,572,59 059,4.1,9726
Yolo,573,58 890,4.1,9918
Yolo,574,58 881,4.3,10044
Yolo,575,58 907,4.5,10146
Yolo,576,59 205,5.2,10145
Yolo,577,59 018,5.2,10064
Yolo,578,58 591,4.8,10136
Yolo,579,58 317,4,10029
Yolo,580,58 004,3.6,10018
Yolo,581,57 803,4.4,10022
Yolo,582,57 705,4.1,9940
Yolo,583,57 735,3.9,9915
Yolo,584,57 674,3.5,9695
Yolo,585,57 769,3.6,9757
Yolo,586,57 443,3.9,9798
Yolo,587,NA,4.4,9890
Yolo,588,NA,5.4,9966
Yolo,590,NA,5.3,9900
Yolo,591,NA,4,10089
Yolo,592,NA,3.4,10138
Yolo,593,NA,4,10678
Yolo,594,NA,4.6,11052
Yolo,595,NA,3.9,11236
Yolo,596,NA,3.1,11245
Yolo,597,NA,3.2,11642
Yolo,598,NA,3.6,11852
Yolo,599,NA,3.9,12082
Yolo,600,NA,4.9,12127
Yolo,601,NA,4.8,12155
Yolo,602,NA,5.9,12174
Yolo,603,NA,11.9,13429
Yolo,604,NA,10.5,13895
Yolo,605,NA,10.6,14233
Yolo,606,NA,9.5,13991
Yolo,607,NA,7.5,13577
Yolo,608,NA,7.1,13149
Yolo,609,NA,6.2,12889
Yolo,610,NA,5.8,12383
Yolo,611,NA,7,12170
Yuba,528,24 352,13.1,5883
Yuba,529,25 117,13.3,5877
Yuba,530,26 142,13.3,5933
Yuba,531,26 677,11.8,5935
Yuba,532,27 046,10.6,5992
Yuba,533,27 391,10.9,5994
Yuba,534,27 721,11.3,6026
Yuba,535,27 923,10.5,6045
Yuba,536,28 106,9.6,6012
Yuba,537,28 357,9.5,6011
Yuba,538,28 576,10,5973
Yuba,539,29 105,10.4,6038
Yuba,540,29 695,11.3,6023
Yuba,541,30 134,10.9,6059
Yuba,542,30 378,10.5,6129
Yuba,543,30 519,9.4,6167
Yuba,544,30 513,9,6205
Yuba,545,30 431,9.3,6299
Yuba,546,30 677,9.2,6306
Yuba,547,30 995,8.3,6349
Yuba,548,31 370,7.7,6363
Yuba,549,31 521,7.9,6405
Yuba,550,31 525,8.7,6357
Yuba,551,31 804,9.1,6345
Yuba,552,32 230,10.1,6327
Yuba,553,32 395,9.8,6344
Yuba,554,32 436,10.1,6326
Yuba,555,32 485,8.8,6272
Yuba,556,32 524,7.8,6272
Yuba,557,32 266,8.5,6155
Yuba,558,32 461,8.6,6141
Yuba,559,32 601,7.9,6215
Yuba,560,32 647,7.6,6127
Yuba,561,32 568,7.7,6061
Yuba,562,32 495,7.9,6026
Yuba,563,32 517,8.9,5983
Yuba,564,32 918,9.5,6009
Yuba,565,32 840,9.7,5897
Yuba,566,32 969,8.9,5932
Yuba,567,32 921,8,5947
Yuba,568,32 745,6.9,5951
Yuba,569,32 756,7.1,5983
Yuba,570,32 830,7.4,6031
Yuba,571,32 859,6.9,6036
Yuba,572,32 859,6.1,6002
Yuba,573,32 853,6,6014
Yuba,574,32 841,6.3,5958
Yuba,575,32 692,6.7,5989
Yuba,576,32 928,7.6,6053
Yuba,577,32 855,7.6,5981
Yuba,578,32 793,7.4,6107
Yuba,579,32 875,6.3,6045
Yuba,580,32 869,5.7,5978
Yuba,581,32 773,6.8,5980
Yuba,582,32 383,6.5,5986
Yuba,583,32 152,6,6000
Yuba,584,32 115,5.5,6018
Yuba,585,32 042,5.6,6090
Yuba,586,31 941,5.9,6083
Yuba,587,NA,6.6,6086
Yuba,588,NA,8,6109
Yuba,590,NA,7.9,6066
Yuba,591,NA,6.4,6020
Yuba,592,NA,5.5,6028
Yuba,593,NA,6.1,6471
Yuba,594,NA,6.4,6723
Yuba,595,NA,6,6886
Yuba,596,NA,4.8,6936
Yuba,597,NA,5.1,7023
Yuba,598,NA,5.2,7017
Yuba,599,NA,5.8,7019
Yuba,600,NA,7,7013
Yuba,601,NA,6.9,7057
Yuba,602,NA,8.5,7080
Yuba,603,NA,15.8,7463
Yuba,604,NA,15.1,7701
Yuba,605,NA,14.4,7777
Yuba,606,NA,13.5,7512
Yuba,607,NA,10.8,7356
Yuba,608,NA,10.6,7233
Yuba,609,NA,9.4,6981
Yuba,610,NA,8.7,6870
Yuba,611,NA,10.4,6744
