county,date,medi_cal,unemployment,calfresh
San Luis Obispo,579,59 140,2.6,9350
San Luis Obispo,580,58 702,2.5,9304
San Luis Obispo,581,58 339,3.2,9240
San Luis Obispo,582,58 368,3.1,9127
San Luis Obispo,583,57 965,3,9024
San Luis Obispo,584,57 893,2.7,8887
San Luis Obispo,585,57 611,2.8,8991
San Luis Obispo,586,57 686,2.7,8886
San Luis Obispo,587,NA,2.8,8964
San Luis Obispo,588,NA,3.5,9062
San Luis Obispo,590,NA,3.3,8930
San Luis Obispo,591,NA,2.6,8906
San Luis Obispo,592,NA,2.4,8837
San Luis Obispo,593,NA,3,9206
San Luis Obispo,594,NA,3.2,9319
San Luis Obispo,595,NA,3.1,9460
San Luis Obispo,596,NA,2.4,9517
San Luis Obispo,597,NA,2.4,9650
San Luis Obispo,598,NA,2.5,9685
San Luis Obispo,599,NA,2.5,9797
San Luis Obispo,600,NA,3.1,9774
San Luis Obispo,601,NA,3,9804
San Luis Obispo,602,NA,3.8,9968
San Luis Obispo,603,NA,13.7,11578
San Luis Obispo,604,NA,12.7,12072
San Luis Obispo,605,NA,11.5,12002
San Luis Obispo,606,NA,9.9,11212
San Luis Obispo,607,NA,7.8,10684
San Luis Obispo,608,NA,7.2,10539
San Luis Obispo,609,NA,6,10342
San Luis Obispo,610,NA,5.4,10140
San Luis Obispo,611,NA,6.7,10267
San Mateo,528,114 564,4.7,15819
San Mateo,529,118 331,4.8,15804
San Mateo,530,124 863,4.7,15990
San Mateo,531,128 422,4,15963
San Mateo,532,130 896,4,16081
San Mateo,533,132 975,4.3,16169
San Mateo,534,135 634,4.6,16060
San Mateo,535,137 438,4.4,16013
San Mateo,536,139 275,4,16082
San Mateo,537,140 459,3.9,16053
San Mateo,538,142 020,3.9,15986
San Mateo,539,143 803,3.5,16104
San Mateo,540,146 192,3.9,15994
San Mateo,541,147 927,3.6,16016
San Mateo,542,148 552,3.6,16136
San Mateo,543,149 966,3.3,16200
San Mateo,544,150 630,3.3,16245
San Mateo,545,151 724,3.5,16459
San Mateo,546,152 671,3.7,16305
San Mateo,547,154 015,3.4,16351
San Mateo,548,155 107,3.1,16276
San Mateo,549,155 473,3.2,16116
San Mateo,550,156 338,3.1,16066
San Mateo,551,157 494,3,16090
San Mateo,552,158 869,3.1,15825
San Mateo,553,158 922,3.1,15598
San Mateo,554,158 686,3.2,15529
San Mateo,555,158 738,3,15493
San Mateo,556,158 026,2.7,15418
San Mateo,557,157 204,3.2,15309
San Mateo,558,156 590,3.3,15096
San Mateo,559,156 799,3.2,14988
San Mateo,560,156 604,3,14840
San Mateo,561,156 509,3.1,14695
San Mateo,562,155 628,2.8,14534
San Mateo,563,155 705,2.8,14449
San Mateo,564,154 910,3.1,14262
San Mateo,565,154 199,2.9,14079
San Mateo,566,153 676,2.8,14027
San Mateo,567,152 797,2.6,13730
San Mateo,568,152 117,2.5,13714
San Mateo,569,151 645,2.9,13636
San Mateo,570,150 924,3,13512
San Mateo,571,151 067,2.9,13401
San Mateo,572,150 311,2.5,13291
San Mateo,573,149 678,2.4,13306
San Mateo,574,148 969,2.3,13159
San Mateo,575,149 237,2.2,13040
San Mateo,576,150 318,2.4,13072
San Mateo,577,148 942,2.4,12771
San Mateo,578,148 307,2.2,12879
San Mateo,579,147 965,2,12661
San Mateo,580,146 746,1.9,12535
San Mateo,581,144 573,2.5,12405
San Mateo,582,144 186,2.3,12256
San Mateo,583,142 994,2.3,12173
San Mateo,584,143 088,2.1,11958
San Mateo,585,142 359,2.1,11887
San Mateo,586,140 436,2,11726
San Mateo,587,NA,2,11391
San Mateo,588,NA,2.5,11434
San Mateo,590,NA,2.4,10872
San Mateo,591,NA,1.9,10861
San Mateo,592,NA,1.7,10845
San Mateo,593,NA,2.2,11721
San Mateo,594,NA,2.3,11881
San Mateo,595,NA,2.1,12102
San Mateo,596,NA,1.7,12145
San Mateo,597,NA,1.8,12146
San Mateo,598,NA,1.8,12161
San Mateo,599,NA,1.8,12225
San Mateo,600,NA,2.1,12173
San Mateo,601,NA,2.1,12151
San Mateo,602,NA,2.8,12283
San Mateo,603,NA,11.4,14285
San Mateo,604,NA,11.1,15947
San Mateo,605,NA,10.8,16680
San Mateo,606,NA,9.2,16755
San Mateo,607,NA,7.5,16754
San Mateo,608,NA,7.1,16700
San Mateo,609,NA,6,16205
San Mateo,610,NA,5.1,15733
San Mateo,611,NA,5.8,15719
Santa Barbara,528,104 891,7.5,15581
Santa Barbara,529,108 628,7.3,15874
Santa Barbara,530,113 913,6.8,16153
Santa Barbara,531,116 289,5.5,16217
Santa Barbara,532,117 775,5.4,16240
Santa Barbara,533,118 893,5.7,16003
Santa Barbara,534,119 699,6.3,15674
Santa Barbara,535,120 690,6,15866
Santa Barbara,536,121 782,5.6,15844
Santa Barbara,537,122 397,5.6,15956
Santa Barbara,538,123 530,5.8,15813
Santa Barbara,539,126 040,6,16682
Santa Barbara,540,129 230,6.6,16991
Santa Barbara,541,130 718,6.2,17259
Santa Barbara,542,131 306,5.7,17397
Santa Barbara,543,132 295,4.9,17403
Santa Barbara,544,132 972,4.7,17283
Santa Barbara,545,133 792,5,17095
Santa Barbara,546,134 769,5.2,17002
Santa Barbara,547,136 237,4.9,17045
Santa Barbara,548,137 316,4.5,17208
Santa Barbara,549,138 970,4.9,17512
Santa Barbara,550,140 175,5.3,17766
Santa Barbara,551,141 666,5.6,18567
Santa Barbara,552,143 655,6.1,18844
Santa Barbara,553,144 221,5.9,19143
Santa Barbara,554,145 188,5.6,19222
Santa Barbara,555,145 165,4.7,19139
Santa Barbara,556,145 428,4.1,18910
Santa Barbara,557,145 757,4.8,18559
Santa Barbara,558,146 144,5,18325
Santa Barbara,559,146 585,4.8,18158
Santa Barbara,560,146 870,4.6,17986
Santa Barbara,561,147 286,4.7,17925
Santa Barbara,562,147 211,4.8,18073
Santa Barbara,563,148 079,5.6,18591
Santa Barbara,564,148 463,6.2,19056
Santa Barbara,565,148 410,5.9,19181
Santa Barbara,566,148 477,5.4,19502
Santa Barbara,567,148 318,4.2,19162
Santa Barbara,568,148 167,3.7,18905
Santa Barbara,569,147 651,4.2,18503
Santa Barbara,570,147 718,4.5,18150
Santa Barbara,571,148 598,4.3,18120
Santa Barbara,572,148 518,3.7,18061
Santa Barbara,573,148 718,3.7,18410
Santa Barbara,574,148 788,3.9,18746
Santa Barbara,575,149 340,4.3,19232
Santa Barbara,576,149 006,5.2,19890
Santa Barbara,577,148 775,4.9,20269
Santa Barbara,578,148 424,4.4,20595
Santa Barbara,579,148 208,3.5,20426
Santa Barbara,580,147 926,3.1,20284
Santa Barbara,581,147 484,3.9,20034
Santa Barbara,582,147 628,3.8,19509
Santa Barbara,583,147 539,3.6,19317
Santa Barbara,584,147 481,3.3,19273
Santa Barbara,585,147 257,3.3,19470
Santa Barbara,586,146 911,3.4,19742
Santa Barbara,587,NA,4,20326
Santa Barbara,588,NA,5.2,21021
Santa Barbara,590,NA,4.9,21053
Santa Barbara,591,NA,3.5,20777
Santa Barbara,592,NA,2.9,20639
Santa Barbara,593,NA,3.5,21262
Santa Barbara,594,NA,3.7,21075
Santa Barbara,595,NA,3.4,20864
Santa Barbara,596,NA,2.8,20673
Santa Barbara,597,NA,3,20775
Santa Barbara,598,NA,3.1,21150
Santa Barbara,599,NA,3.6,21728
Santa Barbara,600,NA,4.7,22381
Santa Barbara,601,NA,4.6,22812
Santa Barbara,602,NA,5.6,23253
Santa Barbara,603,NA,13.7,25416
Santa Barbara,604,NA,12.9,26540
Santa Barbara,605,NA,11.6,27170
Santa Barbara,606,NA,10,26811
Santa Barbara,607,NA,8,26150
Santa Barbara,608,NA,7.4,25492
Santa Barbara,609,NA,6.3,24434
Santa Barbara,610,NA,5.8,23611
Santa Barbara,611,NA,7.6,23565
Santa Clara,528,340 568,5.7,53489
Santa Clara,529,351 459,5.7,53565
Santa Clara,530,369 034,5.7,54000
Santa Clara,531,378 270,4.9,54498
Santa Clara,532,383 805,5,54995
Santa Clara,533,388 250,5.2,55270
Santa Clara,534,393 512,5.6,55307
Santa Clara,535,398 740,5.3,55790
Santa Clara,536,395 384,4.9,55623
Santa Clara,537,396 575,4.8,55515
Santa Clara,538,398 265,4.7,55168
Santa Clara,539,406 297,4.3,55366
Santa Clara,540,416 404,4.8,55320
Santa Clara,541,422 816,4.5,55232
Santa Clara,542,424 842,4.4,55629
Santa Clara,543,427 997,4.1,55523
Santa Clara,544,430 244,4.1,55531
Santa Clara,545,432 488,4.3,55599
Santa Clara,546,434 587,4.4,55399
Santa Clara,547,438 573,4.2,55319
Santa Clara,548,440 645,3.9,55319
Santa Clara,549,443 244,4,55144
Santa Clara,550,447 431,3.9,54674
Santa Clara,551,450 479,3.7,54533
Santa Clara,552,452 486,3.9,54101
Santa Clara,553,452 001,3.9,53922
Santa Clara,554,454 025,4,53841
Santa Clara,555,449 243,3.7,53574
Santa Clara,556,449 661,3.4,53549
Santa Clara,557,448 753,3.9,53268
Santa Clara,558,447 799,4.1,52747
Santa Clara,559,448 443,4,52504
Santa Clara,560,447 881,3.8,52133
Santa Clara,561,447 483,3.8,51556
Santa Clara,562,446 297,3.6,50962
Santa Clara,563,445 497,3.5,50599
Santa Clara,564,444 452,3.8,50071
Santa Clara,565,442 727,3.6,48890
Santa Clara,566,440 538,3.4,48704
Santa Clara,567,437 946,3.1,47911
Santa Clara,568,433 431,3,47569
Santa Clara,569,430 830,3.4,47284
Santa Clara,570,424 635,3.5,46568
Santa Clara,571,426 401,3.4,46807
Santa Clara,572,424 401,3,46440
Santa Clara,573,423 298,2.9,46314
Santa Clara,574,423 005,2.8,45866
Santa Clara,575,423 750,2.7,45652
Santa Clara,576,420 064,2.9,45365
Santa Clara,577,417 561,2.8,44319
Santa Clara,578,414 409,2.6,44303
Santa Clara,579,410 823,2.4,43723
Santa Clara,580,407 009,2.3,43326
Santa Clara,581,405 154,2.9,42871
Santa Clara,582,404 097,2.7,42434
Santa Clara,583,403 113,2.6,42076
Santa Clara,584,401 646,2.4,41441
Santa Clara,585,400 170,2.5,41144
Santa Clara,586,398 312,2.4,40366
Santa Clara,587,NA,2.4,39781
Santa Clara,588,NA,2.9,39661
Santa Clara,590,NA,2.9,38630
Santa Clara,591,NA,2.3,38281
Santa Clara,592,NA,2.1,38091
Santa Clara,593,NA,2.6,43496
Santa Clara,594,NA,2.8,46067
Santa Clara,595,NA,2.6,46990
Santa Clara,596,NA,2.1,47991
Santa Clara,597,NA,2.2,48806
Santa Clara,598,NA,2.3,49160
Santa Clara,599,NA,2.2,49619
Santa Clara,600,NA,2.6,49649
Santa Clara,601,NA,2.6,49781
Santa Clara,602,NA,3.3,49923
Santa Clara,603,NA,11.7,55250
Santa Clara,604,NA,11,59017
Santa Clara,605,NA,10.7,61189
Santa Clara,606,NA,9.3,61370
Santa Clara,607,NA,7.5,61771
Santa Clara,608,NA,7,61748
Santa Clara,609,NA,5.9,60864
Santa Clara,610,NA,5.1,59463
Santa Clara,611,NA,5.9,58957
Santa Cruz,528,56 903,11.6,12054
Santa Cruz,529,59 580,11.5,12385
Santa Cruz,530,62 884,11.3,12580
Santa Cruz,531,64 771,9.4,12796
Santa Cruz,532,65 830,7.8,12812
Santa Cruz,533,66 561,7.6,12630
Santa Cruz,534,67 380,7.8,12402
Santa Cruz,535,68 520,7.4,12218
Santa Cruz,536,69 367,6.8,12178
Santa Cruz,537,69 974,6.9,12360
Santa Cruz,538,70 685,8,12564
Santa Cruz,539,72 016,9,13036
Santa Cruz,540,73 855,10.2,13271
Santa Cruz,541,74 613,9.9,13389
Santa Cruz,542,75 019,9.5,13628
Santa Cruz,543,75 736,7.9,13787
Santa Cruz,544,76 204,6.8,13834
Santa Cruz,545,76 749,6.5,13880
Santa Cruz,546,77 000,6.6,13880
Santa Cruz,547,77 626,6.1,13875
Santa Cruz,548,78 070,5.5,13854
Santa Cruz,549,78 516,5.7,14031
Santa Cruz,550,79 441,7,14227
Santa Cruz,551,80 266,8.1,14488
Santa Cruz,552,81 262,9.3,14771
Santa Cruz,553,81 221,9.1,14925
Santa Cruz,554,80 663,9.1,15063
Santa Cruz,555,80 788,7.7,15034
Santa Cruz,556,80 700,6,14929
Santa Cruz,557,80 430,6,14825
Santa Cruz,558,80 308,6.1,14500
Santa Cruz,559,80 280,5.7,14361
Santa Cruz,560,79 989,5.3,14213
Santa Cruz,561,80 059,5.4,14144
Santa Cruz,562,79 855,6.2,14267
Santa Cruz,563,80 283,7.8,14564
Santa Cruz,564,80 201,7.9,14653
Santa Cruz,565,80 083,7.9,14830
Santa Cruz,566,79 683,7.7,14939
Santa Cruz,567,79 330,6.5,14861
Santa Cruz,568,79 276,5.1,14839
Santa Cruz,569,78 918,4.9,14653
Santa Cruz,570,78 591,5,14252
Santa Cruz,571,78 707,4.8,14156
Santa Cruz,572,78 362,4.1,14023
Santa Cruz,573,78 093,4,13982
Santa Cruz,574,77 592,4.8,14109
Santa Cruz,575,77 813,5.6,14362
Santa Cruz,576,77 671,6.3,14583
Santa Cruz,577,77 543,6.6,14771
Santa Cruz,578,77 096,6.3,14858
Santa Cruz,579,76 896,5.3,14826
Santa Cruz,580,76 816,4.3,14789
Santa Cruz,581,76 490,4.5,14553
Santa Cruz,582,76 518,4.2,14085
Santa Cruz,583,76 182,3.9,13914
Santa Cruz,584,75 984,3.5,13686
Santa Cruz,585,75 565,3.5,13707
Santa Cruz,586,74 957,4.1,13687
Santa Cruz,587,NA,5.3,13792
Santa Cruz,588,NA,6.5,13817
Santa Cruz,590,NA,6.9,13821
Santa Cruz,591,NA,5.5,13921
Santa Cruz,592,NA,3.9,14003
Santa Cruz,593,NA,4.2,14259
Santa Cruz,594,NA,4.3,14427
Santa Cruz,595,NA,3.9,14305
Santa Cruz,596,NA,3.1,14258
Santa Cruz,597,NA,3.3,14554
Santa Cruz,598,NA,3.9,14759
Santa Cruz,599,NA,4.9,14911
Santa Cruz,600,NA,6.2,15112
Santa Cruz,601,NA,6.4,15163
Santa Cruz,602,NA,7.9,15506
Santa Cruz,603,NA,17.4,17625
Santa Cruz,604,NA,14.4,18401
Santa Cruz,605,NA,13,18581
Santa Cruz,606,NA,11.2,17950
Santa Cruz,607,NA,8.6,17535
Santa Cruz,608,NA,8.1,17262
Santa Cruz,609,NA,7.1,16447
Santa Cruz,610,NA,6.7,16017
Santa Cruz,611,NA,8.5,15994
Shasta,528,51 392,11.4,11995
Shasta,529,52 974,11.7,12036
Shasta,530,55 147,11.6,12233
Shasta,531,56 203,10,12324
Shasta,532,56 944,9.2,12581
Shasta,533,57 738,9.3,12696
Shasta,534,58 659,9.7,12720
Shasta,535,59 613,9,12864
Shasta,536,60 128,8.2,12815
Shasta,537,60 869,8.2,12892
Shasta,538,61 126,8.5,12778
Shasta,539,61 941,8.7,12844
Shasta,540,63 042,9.4,12834
Shasta,541,63 917,9.2,12826
Shasta,542,64 395,8.9,13017
Shasta,543,64 533,7.9,13084
Shasta,544,64 639,7.5,13117
Shasta,545,64 671,7.6,13070
Shasta,546,64 849,7.9,13115
Shasta,547,64 872,7.1,13122
Shasta,548,65 071,6.6,13035
Shasta,549,65 050,6.8,13124
Shasta,550,65 046,7,12882
Shasta,551,65 421,7.3,12936
Shasta,552,66 102,8.3,12916
Shasta,553,66 002,8,12929
Shasta,554,66 078,8.3,12990
Shasta,555,66 064,7,12982
Shasta,556,66 012,6.2,13015
Shasta,557,65 703,6.8,13015
Shasta,558,65 151,7,12960
Shasta,559,64 795,6.6,13087
Shasta,560,64 697,6.3,12966
Shasta,561,64 829,6.2,12908
Shasta,562,64 539,6.3,12823
Shasta,563,64 647,6.8,12730
Shasta,564,64 497,7.3,12555
Shasta,565,64 339,7.4,12450
Shasta,566,64 351,6.9,12573
Shasta,567,63 942,6.2,12427
Shasta,568,63 724,5.3,12419
Shasta,569,63 429,5.5,12457
Shasta,570,63 263,5.8,12333
Shasta,571,63 276,5.6,12375
Shasta,572,63 306,4.9,12332
Shasta,573,63 228,4.8,12298
Shasta,574,63 125,4.9,12256
Shasta,575,63 005,5.1,12331
Shasta,576,63 173,5.7,12367
Shasta,577,62 879,5.9,12235
Shasta,578,62 824,5.7,12322
Shasta,579,63 002,4.9,12254
Shasta,580,62 956,4.3,12330
Shasta,581,63 139,5.1,12271
Shasta,582,63 308,4.9,12089
Shasta,583,63 430,4.7,12107
Shasta,584,62 987,4.3,11837
Shasta,585,62 930,4.3,11900
Shasta,586,62 777,4.4,11838
Shasta,587,NA,4.8,11720
Shasta,588,NA,6.2,11828
Shasta,590,NA,6.2,11533
Shasta,591,NA,4.9,11471
Shasta,592,NA,4.1,11479
Shasta,593,NA,4.6,12668
Shasta,594,NA,4.9,13068
Shasta,595,NA,4.4,13464
Shasta,596,NA,3.5,13763
Shasta,597,NA,3.8,13886
Shasta,598,NA,3.9,13873
Shasta,599,NA,4.2,13974
Shasta,600,NA,5.4,13956
Shasta,601,NA,5.4,13956
Shasta,602,NA,6.8,13979
Shasta,603,NA,15.9,15063
Shasta,604,NA,13.1,15524
Shasta,605,NA,11.5,15535
Shasta,606,NA,10.5,15058
Shasta,607,NA,8.3,14802
Shasta,608,NA,7.8,14531
Shasta,609,NA,6.9,14046
Shasta,610,NA,6.5,13650
Shasta,611,NA,8,13555
Sierra,528,677,12.9,166
Sierra,529,684,13.5,166
Sierra,530,714,13.3,170
Sierra,531,723,11.4,173
Sierra,532,732,9.7,176
Sierra,533,736,8.5,171
Sierra,534,738,8.7,163
Sierra,535,740,8.6,164
Sierra,536,756,7.8,157
Sierra,537,770,7.8,160
Sierra,538,768,8.5,169
Sierra,539,773,10.3,173
Sierra,540,805,11.9,178
Sierra,541,809,12.1,184
Sierra,542,814,11.9,179
Sierra,543,819,9.3,178
Sierra,544,830,8.6,176
Sierra,545,820,8,174
Sierra,546,815,8,171
Sierra,547,810,7.3,162
Sierra,548,819,6.3,164
Sierra,549,826,6.4,168
Sierra,550,805,7.3,165
Sierra,551,812,8.4,159
Sierra,552,821,9.8,164
Sierra,553,807,9.7,166
Sierra,554,815,9.7,156
Sierra,555,811,8.2,158
Sierra,556,805,6.7,159
Sierra,557,805,7,160
Sierra,558,816,6.9,158
Sierra,559,811,6.4,163
Sierra,560,809,6,158
Sierra,561,820,6.1,164
Sierra,562,823,6.3,158
Sierra,563,832,8.4,164
Sierra,564,862,9.2,167
Sierra,565,857,9.2,165
Sierra,566,858,8.8,165
Sierra,567,846,7.6,164
Sierra,568,832,5.9,162
Sierra,569,839,5.4,167
Sierra,570,853,6.1,155
Sierra,571,858,5.7,160
Sierra,572,860,5.1,154
Sierra,573,872,4.8,159
Sierra,574,850,4.9,158
Sierra,575,842,5.6,156
Sierra,576,847,7.1,153
Sierra,577,828,7.8,146
Sierra,578,823,7,147
Sierra,579,817,6.1,146
Sierra,580,807,4.8,148
Sierra,581,801,5.4,143
Sierra,582,798,5.4,135
Sierra,583,801,5.1,134
Sierra,584,794,4.7,133
Sierra,585,804,4.8,133
Sierra,586,805,4.8,141
Sierra,587,NA,5.4,132
Sierra,588,NA,7.4,131
Sierra,590,NA,8.5,127
Sierra,591,NA,6.8,130
Sierra,592,NA,4.7,125
Sierra,593,NA,5.1,141
Sierra,594,NA,5.1,147
Sierra,595,NA,4.6,145
Sierra,596,NA,3.5,147
Sierra,597,NA,3.9,153
Sierra,598,NA,4,158
Sierra,599,NA,4.7,158
Sierra,600,NA,6.2,162
Sierra,601,NA,6.9,161
Sierra,602,NA,8.5,170
Sierra,603,NA,14.2,188
Sierra,604,NA,12.6,193
Sierra,605,NA,11.1,190
Sierra,606,NA,9.3,178
Sierra,607,NA,7.7,169
Sierra,608,NA,6.7,162
Sierra,609,NA,5.5,160
Sierra,610,NA,5,150
Sierra,611,NA,7,161
Siskiyou,528,13 569,14.9,3140
Siskiyou,529,14 162,15.2,3161
Siskiyou,530,14 743,14.6,3160
Siskiyou,531,15 000,11.3,3206
Siskiyou,532,15 227,9.9,3210
Siskiyou,533,15 403,9.7,3218
Siskiyou,534,15 580,9.9,3184
Siskiyou,535,15 762,9.4,3189
Siskiyou,536,15 953,8.5,3201
Siskiyou,537,16 118,8.6,3201
Siskiyou,538,16 238,10,3191
Siskiyou,539,16 445,11.3,3225
Siskiyou,540,16 569,12.7,3223
Siskiyou,541,16 733,12.5,3246
Siskiyou,542,16 773,11.5,3255
Siskiyou,543,16 905,9.3,3279
Siskiyou,544,16 935,8.5,3288
Siskiyou,545,16 932,8.3,3283
Siskiyou,546,17 030,8.4,3250
Siskiyou,547,17 201,7.6,3277
Siskiyou,548,17 445,7.1,3267
Siskiyou,549,17 607,7.4,3304
Siskiyou,550,17 660,8.8,3313
Siskiyou,551,17 803,10.5,3334
Siskiyou,552,17 966,12,3332
Siskiyou,553,18 092,11.5,3347
Siskiyou,554,18 164,11.2,3326
Siskiyou,555,18 306,8.7,3290
Siskiyou,556,18 352,7.1,3227
Siskiyou,557,18 373,7.2,3209
Siskiyou,558,18 476,7.3,3172
Siskiyou,559,18 599,7,3172
Siskiyou,560,18 678,6.6,3129
Siskiyou,561,18 809,6.8,3131
Siskiyou,562,18 838,7.6,3093
Siskiyou,563,18 890,9.4,3130
Siskiyou,564,19 125,10,3122
Siskiyou,565,19 078,10.5,3148
Siskiyou,566,19 085,9.7,3166
Siskiyou,567,19 112,7.5,3138
Siskiyou,568,19 066,6.3,3116
Siskiyou,569,18 963,6.2,3096
Siskiyou,570,18 964,6.6,3071
Siskiyou,571,18 776,6.3,3050
Siskiyou,572,18 741,5.3,3050
Siskiyou,573,18 758,5.4,3070
Siskiyou,574,18 746,6.1,3048
Siskiyou,575,18 753,7.4,3078
Siskiyou,576,18 959,8.4,3127
Siskiyou,577,19 052,8.9,3165
Siskiyou,578,18 961,8.5,3192
Siskiyou,579,18 953,6.6,3191
Siskiyou,580,18 900,5.5,3197
Siskiyou,581,18 820,6.2,3173
Siskiyou,582,18 749,5.7,3101
Siskiyou,583,18 732,5.5,3123
Siskiyou,584,18 700,4.9,3120
Siskiyou,585,18 698,5.1,3145
Siskiyou,586,18 673,5.6,3139
Siskiyou,587,NA,7,3162
Siskiyou,588,NA,9.2,3221
Siskiyou,590,NA,9.6,3202
Siskiyou,591,NA,7.3,3166
Siskiyou,592,NA,5.4,3147
Siskiyou,593,NA,5.8,3441
Siskiyou,594,NA,6,3503
Siskiyou,595,NA,5.5,3613
Siskiyou,596,NA,4.3,3650
Siskiyou,597,NA,4.5,3697
Siskiyou,598,NA,5,3721
Siskiyou,599,NA,6.3,3799
Siskiyou,600,NA,8.3,3805
Siskiyou,601,NA,8.5,3838
Siskiyou,602,NA,10,3880
Siskiyou,603,NA,15.8,4210
Siskiyou,604,NA,13.5,4356
Siskiyou,605,NA,12.6,4408
Siskiyou,606,NA,11.2,4268
Siskiyou,607,NA,9.1,4205
Siskiyou,608,NA,8.5,4164
Siskiyou,609,NA,7.3,4103
Siskiyou,610,NA,7.3,4096
Siskiyou,611,NA,10.7,4113
Solano,528,89 128,8.6,21494
Solano,529,92 626,8.5,21480
Solano,530,97 319,8.5,21933
Solano,531,100 097,7.5,21995
Solano,532,101 668,7.3,22200
Solano,533,103 179,7.5,22321
Solano,534,104 846,7.9,22292
Solano,535,106 472,7.5,22498
Solano,536,107 571,6.8,22309
Solano,537,108 594,6.7,22378
Solano,538,109 433,6.8,22256
Solano,539,111 639,6.6,22458
Solano,540,114 399,7.1,22313
Solano,541,115 392,6.8,22211
Solano,542,116 013,6.6,22470
Solano,543,116 893,6.1,22650
Solano,544,117 086,6,22818
Solano,545,117 443,6.2,23070
Solano,546,118 008,6.5,23149
Solano,547,119 420,6,23396
Solano,548,120 289,5.5,23332
Solano,549,121 001,5.6,23249
Solano,550,122 557,5.6,23107
Solano,551,123 689,5.6,23082
Solano,552,125 043,6,22861
Solano,553,124 827,5.8,22783
Solano,554,124 547,5.9,22818
Solano,555,125 214,5.4,22656
Solano,556,124 908,4.9,22742
Solano,557,124 728,5.6,22598
Solano,558,124 381,5.8,22415
Solano,559,124 524,5.6,22402
Solano,560,124 832,5.3,22149
Solano,561,125 212,5.3,21992
Solano,562,124 648,5.1,21756
Solano,563,124 749,5.2,21606
Solano,564,124 957,5.8,21415
Solano,565,124 505,5.5,21149
Solano,566,124 161,5.2,21384
Solano,567,123 311,4.7,21060
Solano,568,122 446,4.4,21136
Solano,569,121 544,4.8,21025
Solano,570,120 941,5.1,20918
Solano,571,121 342,4.9,21031
Solano,572,121 011,4.2,20949
Solano,573,120 821,4.2,20972
Solano,574,120 366,4.1,20868
Solano,575,121 121,4.1,20974
Solano,576,120 618,4.5,20761
Solano,577,120 048,4.4,20387
Solano,578,119 553,4.1,20539
Solano,579,118 809,3.6,20322
Solano,580,118 471,3.4,20354
Solano,581,118 071,4.2,20301
Solano,582,118 172,4.1,20109
Solano,583,118 128,3.9,20146
Solano,584,117 939,3.5,20009
Solano,585,117 807,3.6,20010
Solano,586,117 230,3.6,19733
Solano,587,NA,3.8,19622
Solano,588,NA,4.7,19641
Solano,590,NA,4.6,19013
Solano,591,NA,3.7,18892
Solano,592,NA,3.3,18948
Solano,593,NA,3.9,20220
Solano,594,NA,4.2,20660
Solano,595,NA,3.8,20989
Solano,596,NA,3.1,21505
Solano,597,NA,3.3,19358
Solano,598,NA,3.3,21622
Solano,599,NA,3.4,21683
Solano,600,NA,4,21574
Solano,601,NA,3.9,21470
Solano,602,NA,5,21596
Solano,603,NA,14.9,24193
Solano,604,NA,14.2,26011
Solano,605,NA,13.7,27019
Solano,606,NA,12.4,26824
Solano,607,NA,10.3,26513
Solano,608,NA,9.7,26246
Solano,609,NA,8.5,25400
Solano,610,NA,7.5,24401
Solano,611,NA,8.8,24227
Sonoma,528,94 253,6.4,18820
Sonoma,529,97 976,6.4,18734
Sonoma,530,103 063,6.4,18949
Sonoma,531,105 610,5.4,19162
Sonoma,532,107 205,5.3,19362
Sonoma,533,108 416,5.6,19312
Sonoma,534,109 966,6,19304
Sonoma,535,111 825,5.7,19452
Sonoma,536,113 170,5.1,19486
Sonoma,537,113 764,5.1,19632
Sonoma,538,114 888,5.2,19582
Sonoma,539,116 936,4.9,19777
Sonoma,540,119 855,5.3,19814
Sonoma,541,121 040,5,19859
Sonoma,542,121 893,4.8,20083
Sonoma,543,122 660,4.3,20098
Sonoma,544,122 823,4.3,20228
Sonoma,545,122 938,4.6,20245
Sonoma,546,123 126,4.7,20183
Sonoma,547,124 099,4.3,20080
Sonoma,548,125 255,3.9,20051
Sonoma,549,126 071,4.1,20022
Sonoma,550,126 966,4.2,19983
Sonoma,551,127 718,4.1,19861
Sonoma,552,129 238,4.5,19602
Sonoma,553,129 090,4.3,19477
Sonoma,554,129 037,4.3,19468
Sonoma,555,129 130,3.9,19386
Sonoma,556,128 889,3.5,19340
Sonoma,557,128 921,4.1,19321
Sonoma,558,129 066,4.3,19088
Sonoma,559,129 204,4,18830
Sonoma,560,128 995,3.7,18529
Sonoma,561,129 236,3.8,18256
Sonoma,562,129 263,3.7,17998
Sonoma,563,129 639,3.7,17891
Sonoma,564,130 178,4.2,17594
Sonoma,565,129 999,3.9,17390
Sonoma,566,129 810,3.6,17574
Sonoma,567,129 666,3.3,17375
Sonoma,568,129 438,3,17348
Sonoma,569,128 788,3.4,17326
Sonoma,570,128 376,3.7,17114
Sonoma,571,128 754,3.5,17242
Sonoma,572,128 073,2.9,17167
Sonoma,573,127 272,3,16960
Sonoma,574,126 454,3,17414
Sonoma,575,126 667,2.8,16881
Sonoma,576,125 573,3.2,16778
Sonoma,577,124 433,3,16488
Sonoma,578,123 470,2.8,16662
Sonoma,579,122 649,2.6,16437
Sonoma,580,121 964,2.4,16379
Sonoma,581,121 160,3,16319
Sonoma,582,120 618,2.8,16106
